distance matrix	population:	AFR___GWD	AFR___ACB	AFR___GWD	AFR___LWK	SAS___BEB	AFR___ACB	AMR___PUR	EAS___CDX	EAS___KHV	EAS___CHS
NEW__ENSG00000175426___PCSK1__dist_max___BOOT15	1.037605766217487	0.9888462241726095	1.0696639737735634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT16	1.0046728971962617	0.920458413707024	1.0700692993070073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT17	1.059676558391491	0.974242914107124	1.1201972467639203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT18	1.0779530207613104	1.0228835300153931	1.1347349718685225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT19	1.0803293201133146	1.0591494532199277	1.1092010708750175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT20	1.041894750982302	1.0254545454545458	1.057353928811283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT21	1.0569371099375904	1.079469624750845	1.0378489467374552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT22	1.0454739767019345	1.0592773883104496	1.0395812888452736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT23	1.0350178081391956	1.0407383831954173	1.0521986713065488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT24	1.0131645145061214	1.0499961600491516	1.0066205122384895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT25	1.0075781962551642	1.035013438385921	1.0094068935459264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT26	1.009679998968155	1.070903785987978	0.9725303565804663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT27	0.9839774207555366	1.03271297332113	0.9487741678293796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT28	1.0150524109014678	1.057751159959196	0.9848349687778764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT29	1.0250179360781324	1.085250425129143	0.9879340064023635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT30	1.0305451127819554	1.102868447082097	0.9766999524488821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT31	1.0164533128455955	1.0628220785797264	0.9825729953202602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT32	1.0119847400249444	1.0641417931990067	0.972243060765191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT33	0.9997866894197955	1.0493851259027909	0.9594827586206892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT34	1.0122762022194827	1.03248010324801	0.9939787423425305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT35	1.0229850345614393	1.039004672161268	1.011197724906685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT36	1.0331082908270313	1.056496022843157	1.0178460622006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT37	1.02756134065037	1.0730111524163566	0.9897185885987344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT38	1.0515808459470932	1.093745458068892	1.018964585340633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT39	1.0452533308070588	1.0778939436752375	1.0204109683183276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT40	1.0252525252525253	1.066740234958732	0.9926903191299685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT41	1.0256028287524352	1.0859401468097114	0.9842023838058078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT42	1.0140634733025602	1.0713358703064153	0.9762711864406766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT43	1.0165893045208096	1.085281301650674	0.9683314557516571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT44	1.0117916977910575	1.0714001632721397	0.9768510917747483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT45	1.0323939039036798	1.094984864599524	0.9958920660491328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT46	1.0279478180929378	1.1074413211243939	0.9734474953252622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT47	1.012762875268494	1.0803768212049683	0.9654005843456853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT48	1.019930942412402	1.1009552136361023	0.9584377886264669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT49	1.0217203741491938	1.084077518805349	0.973768607604322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT50	1.0187536064627807	1.070055416162745	0.9791275498113263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT51	1.0133866035316164	1.0829824654905915	0.9607040011447158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT52	1.0154881242662326	1.0744268816078704	0.9742789515209941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT53	1.017225664753055	1.0868609125893334	0.9687381779413264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT54	1.0212777194410436	1.0975157582499058	0.963725506714065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT55	1.0185887778069198	1.097839225101414	0.9537661653887902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT56	1.0048076347395007	1.0762937471592735	0.9479832381445453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT57	1.0109789247008147	1.0685740743697394	0.9691341337361834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT58	1.0023640252008548	1.0693628913241418	0.951803841949085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT59	0.9994148259249148	1.0826602296289398	0.9335355299235623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT60	0.992921011331966	1.0753271284293249	0.925106434010912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT61	0.9850383582556732	1.0784788063648505	0.9080502052647829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT62	0.9774152430231103	1.0602381163402155	0.9147843793178665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT63	0.9797144284848539	1.072883578609936	0.9089348062503567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT64	0.9760609215668826	1.0568074174010378	0.9187239319129736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT65	0.9823639745855718	1.0662146892655353	0.9245682451253471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT66	0.9767273133162175	1.0597457568120734	0.9203947368421042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT67	0.9815962727640825	1.0644632651655983	0.9320514556533502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT68	0.9846624860220975	1.0529268950633925	0.9433242143190752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT69	0.9938659543467692	1.061834028645071	0.9544081767227156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT70	0.9957030071768147	1.0732040211029146	0.9485146970917679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT71	0.99674520040974	1.0737907557695527	0.9525864283145824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT72	0.9976538060479653	1.0861544337640825	0.9398884946781536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT73	0.9883152049199122	1.0695551878040201	0.9316178755671561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT74	1.0011302429456066	1.0838371474846364	0.9408305769937507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT75	0.9919914396643761	1.0730996990583421	0.9270995545576342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT76	0.9976758544652685	1.0673942178824414	0.9432177032067384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT77	0.9985134399825862	1.0529670770719943	0.958926995705628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT78	0.99266010508272	1.0476079400993665	0.9547991071428558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT79	0.9840974716230698	1.0411198197991114	0.9410901923936321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT80	0.9930780411589502	1.055078781274121	0.9438791661013869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT81	1.0008194211079553	1.067503080542174	0.9458128078817719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT82	1.0059841920829555	1.07960375022112	0.9421832096423793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT83	0.9933039409244865	1.0661076719836655	0.9296859698374343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT84	0.9941234670347628	1.0779230578521293	0.9192434316700008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT85	1.004240162822251	1.0881912032065648	0.9295377918142619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT86	0.999651157805294	1.0834664201059074	0.9261069185708999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT87	1.0131211183117363	1.0953008982813215	0.9381970405389916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT88	1.0137651744706786	1.0971823596580546	0.9423618925699172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT89	1.0092200452147688	1.0921307136312721	0.9355612473065809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT90	1.010312293893854	1.0842205609352251	0.9451626565556731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT91	0.9986942476914507	1.0719047619047601	0.9352411742401553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT92	1.0063543029582935	1.0836490704568194	0.93774223133894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT93	1.0020871182628237	1.0750945330406252	0.9344137459728582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT94	0.9979122912736965	1.0687646800465915	0.9297405806053106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT95	0.9999382517845217	1.0749291517098023	0.9262555444269552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT96	1.0005866249511126	1.085671019545889	0.915695371732487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT97	1.0069775480927097	1.0874477491588859	0.9275708343436968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT98	0.9999196193720715	1.0802978466492217	0.9186263462213426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT99	1.0061877667140808	1.082081428260393	0.9302291582909971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT100	1.0099935611954698	1.0882075514072387	0.9332535928523522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT101	1.0058775881472217	1.0780964925552428	0.9355483633820737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT102	1.0045804311883466	1.0742333450828307	0.9369235003240374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT103	1.0105623026080146	1.081622293406148	0.9434751287052153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT104	1.0038748694407533	1.0708907047477076	0.9392394730672022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT105	0.9999760567741754	1.0716895682157348	0.9307368620330597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT106	0.9962943757983518	1.0667119738351076	0.9276152195387795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT107	0.9951483982510417	1.067151613120493	0.9241449031171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT108	1.000935820992807	1.0762792403754744	0.9279126985455323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT109	1.008766424547833	1.083258788059501	0.938345266507556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT110	1.002460982381498	1.0730818776307238	0.934403252379038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT111	0.9966801433622478	1.0696480223601654	0.925159468276767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT112	0.9899961707830732	1.0644605752361922	0.9158465555332378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT113	0.9840341963444043	1.058502470422555	0.9069645329132638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT114	0.9845206332788737	1.0643323826603543	0.9045240406240366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT115	0.9812659636124272	1.0607811018191198	0.8997567213523776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT116	0.975927107298217	1.0576140634220554	0.8910510343549448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT117	0.9719679519278901	1.0474235048946072	0.8947081622472064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT118	0.9687783678286113	1.0377752380952354	0.8970017797654342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT119	0.9720268506223115	1.0454518017746093	0.894799206031742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT120	0.9727765796279795	1.0542965096704169	0.8878039283227113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT121	0.9667999977870334	1.0453412462907983	0.8849946536770807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT122	0.9654842736238548	1.0420774401602082	0.8867998202353137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT123	0.9667575554721032	1.0380430814165729	0.8943328577177759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT124	0.965463398571084	1.0397493181686277	0.8915337387694663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT125	0.96184468020742	1.0318753779262266	0.8931840276527552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT126	0.9677110424542197	1.040425607883741	0.8953501656574877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT127	0.964900491219192	1.0373171854527403	0.8922497415636449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT128	0.9616060317692686	1.0343232049055227	0.8901822680528306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT129	0.9605773071795042	1.040554985014564	0.8830748633270101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT130	0.9556342450101376	1.0378072619889338	0.8766926037714945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT131	0.9538645788645773	1.0351925311260348	0.8749828310853494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT132	0.9545118174491731	1.0322369229508845	0.8818088667258687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT133	0.952777372574859	1.0297067248115799	0.8800813283632659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT134	0.9618339102074233	1.0366064056174997	0.8892775225500937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT135	0.9625752028338469	1.0445489798909904	0.8830762859604705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT136	0.9578346449913019	1.0412092451470882	0.8757468569081774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT137	0.9590328489437034	1.038272172257596	0.8825922658626177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT138	0.9660970291698685	1.0430270834012292	0.8915087866054092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT139	0.9677063190670084	1.0377178262553215	0.89727583029422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT140	0.9665531849783381	1.0379902589079693	0.8953465135917378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT141	0.964989923877205	1.041521346197904	0.8893612934208415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT142	0.9604316546762574	1.0345943758850868	0.8861928934010143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT143	0.9620347510676867	1.0385476998763779	0.8830812765288465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT144	0.9595966167859449	1.033477120445529	0.8813025603858686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT145	0.9551719523618342	1.0291354252022311	0.875591255012476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT146	0.9575493208853793	1.0325897365280414	0.8771637713602074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT147	0.9556523282726771	1.0296086602597547	0.8750359478923816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT148	0.9567760019892831	1.0260072376357015	0.880327181462957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT149	0.9583385729170388	1.0304580998891406	0.8768680531303797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT150	0.9590288264856562	1.0240518314287543	0.8847542747817752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT151	0.9547839167702368	1.0218162888646969	0.8792660899325017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT152	0.9563284800862779	1.027132603835741	0.8758928098263529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT153	0.9606527045114537	1.0290611900803184	0.8839179165594198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NEW__ENSG00000175426___PCSK1__dist_max___BOOT154	0.9606268672931698	1.0265857232572706	0.8857439973043768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
